,SCH_NAME,de_total_enrollment,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,COMBOKEY,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,combokey,TITLEI,LEAID_nces,LEA_NAME_nces,SCHID_nces,SCH_NAME_nces,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516,Students_in_11_12
264,ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES,23,NY,NEW YORK,3680100,ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES,4624,='368010004624',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,8,5,5,5,11,8,0,0,23,17,143,65,2,0,192,100,0,0,190,97,Yes,0,0,0,0,0,0,0,0,2,2,17,2,0,0,19,4,0,0,20,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='368010004624',No,3680100.0,ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES,4624.0,ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES,Special Education School,2.0,4,No,KG,12,Albany County,21,42.744649,-73.838146,Yes
265,Eastern Calhoun Early College,23,MI,MICHIGAN,2622970,Marshall Public Schools,1536,='262297001536',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,0,2,2,0,0,0,0,0,8,8,32,23,0,2,42,35,0,0,22,7,Yes,0,0,0,0,0,0,0,0,2,2,11,8,0,0,13,10,0,0,5,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='262297001536',No,2622970.0,Marshall Public Schools,1536.0,Eastern Calhoun Early College,Alternative Education School,4.0,3,No,9,12,Calhoun County,41,42.280464,-84.801992,Yes
266,VAIL SKI AND SNOWBOARD ACADEMY (VSSA),23,CO,COLORADO,803540,Eagle County School District No. Re 50,6422,='080354006422',No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,2,0,2,0,0,0,0,0,0,86,74,5,5,93,83,0,0,4,0,Yes,0,0,0,0,0,0,0,0,0,0,5,14,2,2,7,16,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,11,5,2,2,13,7,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080354006422',No,803540.0,Eagle County School District No. Re 50,6422.0,VAIL SKI AND SNOWBOARD ACADEMY (VSSA),Alternative Education School,4.0,4,No,5,12,Eagle County,33,39.66348,-106.816221,Yes
267,Ashley Chapel Educational Center,23,NC,NORTH CAROLINA,3703870,Richmond County Schools,788,='370387000788',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,0,5,0,0,0,0,0,29,14,11,8,5,5,52,27,2,0,13,4,Yes,2,0,2,0,0,0,0,0,8,2,2,5,0,2,14,9,2,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='370387000788',Yes,3703870.0,Richmond County Schools,788.0,Ashley Chapel Educational Center,Alternative Education School,4.0,3,No,7,12,Richmond County,41,34.89707,-79.784151,Yes
268,Coalfield School,22,TN,TENNESSEE,4703090,Morgan County,1230,='470309001230',No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,0,0,0,0,0,0,2,2,0,0,263,215,5,2,270,219,2,2,49,10,Yes,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,11,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='470309001230',Yes,4703090.0,Morgan County,1230.0,Coalfield School,Regular School,1.0,4,No,PK,12,Morgan County,41,36.027196,-84.420971,Yes
269,FOREST LAKE AREA LEARNING CENTER,22,MN,MINNESOTA,2712270,FOREST LAKE PUBLIC SCHOOL DISTRICT,1725,='271227001725',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,0,2,5,2,0,0,0,2,59,44,2,2,68,54,0,0,10,16,Yes,2,0,0,0,2,2,0,0,0,0,8,8,0,0,12,10,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='271227001725',No,2712270.0,FOREST LAKE PUBLIC SCHOOL DISTRICT,1725.0,FOREST LAKE AREA LEARNING CENTER,Alternative Education School,4.0,4,No,6,12,Washington County,31,45.276457,-92.989542,Yes
270,NEW HAVEN HIGH,22,MO,MISSOURI,2921960,NEW HAVEN,1225,='292196001225',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,Yes,No,No,No,0,5,0,0,0,0,0,0,0,0,89,77,2,2,91,84,0,0,10,7,Yes,0,0,0,0,0,0,0,0,0,0,8,14,0,0,8,14,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='292196001225',Yes,2921960.0,NEW HAVEN,1225.0,NEW HAVEN HIGH,Regular School,1.0,3,No,9,12,Franklin County,42,38.597025,-91.227308,Yes
271,CASSIA HIGH SCHOOL (ALT),22,ID,IDAHO,1600660,CASSIA COUNTY JOINT DISTRICT,540,='160066000540',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,44,26,2,2,0,0,0,2,2,2,38,14,2,2,88,48,2,2,10,4,Yes,8,2,0,0,0,0,0,0,0,0,8,2,2,0,18,4,2,2,5,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='160066000540',Yes,1600660.0,CASSIA COUNTY JOINT DISTRICT,540.0,CASSIA HIGH SCHOOL (ALT),Alternative Education School,4.0,3,No,7,12,Cassia County,33,42.532182,-113.803692,Yes
272,CALVIN NELMS H S,22,TX,TEXAS,4800124,CALVIN NELMS CHARTER SCHOOLS,8248,='480012408248',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,26,53,0,2,2,2,0,0,5,14,23,35,0,2,56,108,2,2,7,7,Yes,5,5,0,0,0,2,0,0,0,0,2,8,0,0,7,15,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='480012408248',No,4800124.0,CALVIN NELMS CHARTER SCHOOLS,8248.0,CALVIN NELMS H S,Alternative Education School,4.0,3,Missing,9,12,Harris County,21,29.829186,-95.734286,Yes
273,3D ACADEMY,22,TX,TEXAS,4817390,DONNA ISD,12205,='481739012205',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,86,92,0,0,0,0,0,0,0,0,0,0,0,0,86,92,38,26,7,0,Yes,8,14,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,5,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='481739012205',Yes,4817390.0,DONNA ISD,12205.0,3D ACADEMY,Alternative Education School,4.0,3,Missing,9,12,Hidalgo County,21,26.171576,-98.041748,Yes
274,California Preparatory Academy,22,CA,CALIFORNIA,607440,Capistrano Unified,12894,='060744012894',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,14,14,0,0,0,2,0,0,2,0,50,104,5,11,71,131,0,0,4,4,Yes,2,2,0,0,0,0,0,0,0,0,8,8,0,2,10,12,0,0,2,2,Yes,0,2,0,0,0,2,0,0,0,0,2,11,0,2,2,17,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='060744012894',No,607440.0,Capistrano Unified,12894.0,California Preparatory Academy,Alternative Education School,4.0,3,Yes,9,12,Orange County,21,33.48376,-117.671771,Yes
275,OKLA. VIRTUAL CHARTER ACAD HS,21,OK,OKLAHOMA,4000778,OKLAHOMA VIRTUAL CHARTER ACAD,2788,='400077802788',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,8,29,38,56,5,8,0,5,20,41,233,356,38,53,342,548,2,5,52,37,Yes,0,0,2,2,0,2,0,0,0,0,2,11,0,2,4,17,0,2,0,0,Yes,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='400077802788',Yes,4000778.0,OKLAHOMA VIRTUAL CHARTER ACAD,2788.0,OKLA. VIRTUAL CHARTER ACAD HS,Regular School,1.0,3,Yes,9,12,Oklahoma County,21,35.491205,-97.325535,Yes
276,Somerset Preparatory Academy PCS,21,DC,DISTRICT OF COLUMBIA,1100089,Somerset Preparatory PCS,462,='110008900462',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-9,No,No,Yes,No,2,0,0,0,0,0,0,0,119,155,0,0,2,2,123,157,0,0,40,34,Yes,0,0,0,0,0,0,0,0,8,11,0,0,2,0,10,11,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='110008900462',Yes,1100089.0,Somerset Preparatory PCS,462.0,Somerset Preparatory Academy PCS,Regular School,1.0,4,No,6,10,District of Columbia,11,38.841688,-76.994333,No
277,GRAND PRAIRIE COLLEGIATE INSTITUTE,21,TX,TEXAS,4821420,GRAND PRAIRIE ISD,13031,='482142013031',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-9,No,No,Yes,No,59,41,0,0,2,2,0,0,23,20,17,11,2,2,103,76,8,8,0,0,Yes,11,2,0,0,0,0,0,0,2,2,2,2,0,0,15,6,0,0,0,0,Yes,11,2,0,0,0,0,0,0,8,2,2,2,0,0,21,6,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='482142013031',Yes,4821420.0,GRAND PRAIRIE ISD,13031.0,GRAND PRAIRIE COLLEGIATE INSTITUTE,Regular School,1.0,4,Missing,6,10,Dallas County,21,32.74836,-97.023781,No
278,Satsuma City High School,21,AL,ALABAMA,100189,Satsuma City,2195,='010018902195',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,8,8,2,0,2,0,29,29,254,299,2,5,297,341,0,0,37,22,Yes,0,0,0,0,0,0,0,0,0,2,11,8,0,0,11,10,0,0,2,0,Yes,0,0,2,2,0,0,0,0,2,5,29,77,0,0,33,84,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='010018902195',-9,100189.0,Satsuma City,2195.0,Satsuma City High School,Regular School,1.0,3,Yes,7,12,Mobile County,21,30.847077,-88.05686700000003,Yes
279,P.U.S.H. ACADEMY,21,CO,COLORADO,803360,School District No. 1 in the county of Denver and State of C,6591,='080336006591',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,74,65,2,0,2,2,2,2,32,29,2,2,5,2,119,102,41,41,7,16,Yes,8,5,0,0,0,2,0,0,2,2,2,0,0,0,12,9,2,0,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080336006591',Yes,803360.0,School District No. 1 in the county of Denver and State of C,6591.0,P.U.S.H. ACADEMY,Alternative Education School,4.0,3,No,9,12,Denver County,11,39.77574,-104.795881,Yes
281,Reuther Central High,21,WI,WISCONSIN,5507320,Kenosha School District,822,='550732000822',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,65,68,2,2,0,2,0,0,44,59,71,65,5,8,187,204,23,20,31,16,Yes,2,5,0,0,0,0,0,0,2,2,5,5,0,0,9,12,0,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='550732000822',Yes,5507320.0,Kenosha School District,822.0,Reuther Central High,Alternative Education School,4.0,3,No,9,12,Kenosha County,22,42.583369,-87.822462,Yes
282,Avanti High School,21,WA,WASHINGTON,5306180,Olympia School District,2689,='530618002689',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,8,8,0,0,0,0,0,2,0,0,56,59,2,11,66,80,0,0,10,4,Yes,2,0,0,0,0,0,0,0,0,0,11,8,0,0,13,8,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530618002689',Yes,5306180.0,Olympia School District,2689.0,Avanti High School,Alternative Education School,4.0,3,Missing,9,12,Thurston County,13,47.043487,-122.887479,Yes
283,Union Academy,21,NC,NORTH CAROLINA,3702760,Macon County Schools,3126,='370276003126',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,8,5,0,0,0,0,0,0,2,2,68,32,2,0,80,39,2,2,28,10,Yes,0,2,0,0,0,0,0,0,0,0,8,11,0,0,8,13,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='370276003126',Yes,3702760.0,Macon County Schools,3126.0,Union Academy,Alternative Education School,4.0,3,No,7,12,Macon County,42,35.1166,-83.399601,Yes
284,Louisiana Virtual Charter Academy,21,LA,LOUISIANA,2200233,Louisiana Virtual Charter Academy,2320,='220023302320',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,20,20,14,8,11,5,20,0,218,218,707,683,0,0,990,934,0,0,112,67,Yes,0,2,0,0,2,2,0,0,2,0,2,11,0,0,6,15,0,0,0,2,Yes,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='220023302320',Yes,2200233.0,Louisiana Virtual Charter Academy,2320.0,Louisiana Virtual Charter Academy,Regular School,1.0,4,Yes,KG,12,Orleans Parish,11,29.92677,-90.090371,Yes
285,DR ABRAHAM P CANO FRESHMAN ACADEMY,21,TX,TEXAS,4822530,HARLINGEN CISD,12777,='482253012777',No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-9,No,No,No,No,548,533,2,0,5,2,2,2,0,5,50,32,0,0,607,574,35,29,82,40,Yes,8,11,0,0,0,0,0,0,0,0,2,0,0,0,10,11,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='482253012777',Yes,4822530.0,HARLINGEN CISD,12777.0,DR ABRAHAM P CANO FRESHMAN ACADEMY,Regular School,1.0,4,Missing,9,9,Cameron County,13,26.205569,-97.714109,No
286,NEW MEXICO VIRTUAL ACADEMY,20,NM,NEW MEXICO,3500990,FARMINGTON MUNICIPAL SCHOOLS,1080,='350099001080',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,83,122,14,11,5,2,2,0,8,14,101,113,14,8,227,270,0,0,31,25,Yes,2,2,2,0,2,2,0,0,0,0,2,8,0,0,8,12,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='350099001080',No,3500990.0,FARMINGTON MUNICIPAL SCHOOLS,1080.0,NEW MEXICO VIRTUAL ACADEMY,Regular School,1.0,4,No,6,12,San Juan County,13,36.738552,-108.184892,Yes
287,UNO/OPS MIDDLE COLLEGE PROGRAM,20,NE,NEBRASKA,3174820,OMAHA PUBLIC SCHOOLS,2272,='317482002272',No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,0,0,0,2,0,0,0,2,8,17,2,2,12,25,0,2,0,0,Yes,2,2,0,0,0,2,0,0,0,2,2,8,0,2,4,16,0,2,0,0,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='317482002272',No,3174820.0,OMAHA PUBLIC SCHOOLS,2272.0,UNO/OPS MIDDLE COLLEGE PROGRAM,Alternative Education School,4.0,N,No,N,N,Douglas County,11,41.2578,-96.010351,Yes
288,KANAWHA COUNTY SCHOOLS ACADEMY,20,WV,WEST VIRGINIA,5400600,KANAWHA COUNTY SCHOOLS,898,='540060000898',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,2,0,0,2,2,2,0,50,32,125,80,5,2,186,118,2,2,43,16,Yes,0,0,0,0,0,2,0,0,2,0,11,5,0,0,13,7,0,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='540060000898',No,5400600.0,KANAWHA COUNTY SCHOOLS,898.0,KANAWHA COUNTY SCHOOLS ACADEMY,Alternative Education School,4.0,4,No,6,12,Kanawha County,13,38.33968,-81.616928,Yes
289,Malta High School,20,MT,MONTANA,3017580,Malta K-12 Schools,546,='301758000546',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,Yes,No,No,No,5,0,8,14,0,0,0,0,2,0,53,59,2,5,70,78,0,0,22,22,Yes,0,0,2,2,0,0,0,0,0,0,8,8,0,0,10,10,0,0,0,0,Yes,0,0,0,2,0,0,0,0,0,0,2,5,0,0,2,7,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='301758000546',Yes,3017580.0,Malta K-12 Schools,546.0,Malta High School,Regular School,1.0,3,No,9,12,Phillips County,43,48.352972,-107.879328,Yes
290,LAMAR ACADEMY,20,TX,TEXAS,4829670,MCALLEN ISD,21346,='482967021346',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,41,80,0,0,0,0,2,0,0,0,2,2,0,2,45,84,8,11,0,0,Yes,5,11,0,0,0,0,2,0,0,0,0,0,0,2,7,13,0,0,0,0,Yes,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='482967021346',Yes,4829670.0,MCALLEN ISD,21346.0,LAMAR ACADEMY,Alternative Education School,4.0,3,Missing,9,12,Hidalgo County,12,26.21308,-98.228987,Yes
291,FAST FORWARD HIGH,20,UT,UTAH,4900019,FAST FORWARD HIGH,906,='490001900906',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,26,26,2,2,2,0,0,0,2,2,95,89,0,2,127,121,2,2,37,16,Yes,2,2,0,0,0,0,0,0,0,0,5,11,0,0,7,13,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='490001900906',Yes,4900019.0,FAST FORWARD HIGH,906.0,FAST FORWARD HIGH,Alternative Education School,4.0,3,No,9,12,Cache County,13,41.75818,-111.855571,Yes
292,Starkweather Academy @ Fiegel,20,MI,MICHIGAN,2628560,Plymouth-Canton Community Schools,2047,='262856002047',No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,No,No,No,Yes,5,2,0,0,2,2,2,0,29,29,77,53,2,2,117,88,2,2,25,7,Yes,0,0,0,0,0,2,0,0,2,2,5,5,2,2,9,11,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='262856002047',No,2628560.0,Plymouth-Canton Community Schools,2047.0,Starkweather Academy @ Fiegel,Alternative Education School,4.0,3,No,9,12,Wayne County,21,42.35335,-83.43373100000002,Yes
293,Alternative Family Education,20,CA,CALIFORNIA,635600,Santa Cruz City High,7437,='063560007437',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,5,0,0,2,2,0,0,0,2,74,62,5,2,83,73,0,0,16,7,Yes,0,2,0,0,0,2,0,0,0,0,8,8,0,0,8,12,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='063560007437',No,635600.0,Santa Cruz City High,7437.0,Alternative Family Education,Alternative Education School,4.0,4,No,KG,12,Santa Cruz County,13,36.9809,-122.013111,Yes
295,FLORENCE CRITTENTON HIGH SCHOOL,20,CO,COLORADO,803360,School District No. 1 in the county of Denver and State of C,1575,='080336001575',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,0,98,0,0,0,0,0,0,0,11,0,11,0,2,0,122,0,35,0,10,Yes,0,14,0,0,0,0,0,0,0,2,0,2,0,2,0,20,0,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080336001575',Yes,803360.0,School District No. 1 in the county of Denver and State of C,1575.0,FLORENCE CRITTENTON HIGH SCHOOL,Alternative Education School,4.0,3,No,9,12,Denver County,11,39.715093,-105.015718,Yes
296,DENVER ONLINE HIGH SCHOOL,20,CO,COLORADO,803360,School District No. 1 in the county of Denver and State of C,1955,='080336001955',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,26,41,2,2,0,2,0,0,2,8,44,71,5,2,79,126,5,11,0,7,Yes,2,8,0,0,0,0,0,0,0,0,2,8,0,0,4,16,0,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080336001955',No,803360.0,School District No. 1 in the county of Denver and State of C,1955.0,DENVER ONLINE HIGH SCHOOL,Regular School,1.0,3,Yes,9,12,Denver County,11,39.77473,-105.009391,Yes
297,LPS CAREER ACADEMY,19,NE,NEBRASKA,3172840,LINCOLN PUBLIC SCHOOLS,2320,='317284002320',No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,-9,No,No,No,No,0,0,0,0,0,2,0,0,2,2,2,11,0,0,4,15,0,0,0,0,Yes,0,0,0,0,0,2,0,0,2,2,2,11,0,0,4,15,0,0,2,0,Yes,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='317284002320',No,3172840.0,LINCOLN PUBLIC SCHOOLS,2320.0,LPS CAREER ACADEMY,Alternative Education School,4.0,N,No,N,N,Lancaster County,41,40.813411,-96.598426,Yes
