SCH_NAME_ST_NUM,COMBOKEY,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,TITLEI,STABR,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516,Low_Grade_Above9,High_Grade_12,combokey,TITLEI_,LEAID_,LEA_NAME_,STABR_,SCHID_,SCH_NAME_,SCH_TYPE_TEXT_,SCH_TYPE_,LEVEL_,VIRTUAL_,GSLO_,GSHI_,NMCNTY15_,LOCALE15_,LAT1516_,LON1516_
escuela popular accelerated family learning center (k-8)CA,='06CC03100001',CA,CALIFORNIA,06CC031,ESCUELA POPULAR ACCELERATED FAMILY LRN,1,escuela popular accelerated family learning center (k-8),No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,209,173,2,2,0,0,0,0,2,2,0,0,2,2,215,179,182,143,19,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
"escuela popular/center for training and careers, family lrngCA",='06CC03200001',CA,CALIFORNIA,06CC032,"ESCUELA POPULAR/CENTER FOR TRAINING AND CAREERS, F",1,"escuela popular/center for training and careers, family lrng",No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,356,575,0,0,0,0,0,0,0,0,0,0,0,2,356,577,350,566,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
evart adult educationMI,='261356001405',MI,MICHIGAN,2613560,Evart Public Schools,1405,evart adult education,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,0,2,2,20,0,0,2,22,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
everest public high schoolCA,='06CC39900001',CA,CALIFORNIA,06CC399,Everest Public High School,1,everest public high school,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,104,110,0,0,8,8,2,2,2,5,50,32,23,26,189,183,29,32,22,19,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,50,53,0,0,5,5,2,2,2,2,26,11,2,5,87,78,5,11,11,8,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
expulsionCT,='090522001831',CT,CONNECTICUT,905220,WINDSOR SCHOOL DISTRICT,1831,expulsion,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
f. dwayne beggs detention centerOK,='402172099989',OK,OKLAHOMA,4021720,NORMAN,99989,f. dwayne beggs detention center,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,-9,No,No,No,No,2,0,0,0,0,0,0,0,2,0,2,0,2,0,8,0,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,No,,,,,,,,,,,,,,,,,
fairlead academy iiMD,='240060001710',MD,MARYLAND,2400600,St. Mary's County Public Schools,1710,fairlead academy ii,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,No,No,No,2,0,0,0,0,0,0,0,17,14,41,23,5,2,65,39,2,0,7,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
fairlead academyMD,='240060001668',MD,MARYLAND,2400600,St. Mary's County Public Schools,1668,fairlead academy,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,-9,No,No,No,No,8,2,0,0,2,0,0,0,32,17,53,20,5,2,100,41,0,2,10,4,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,No,,,,,,,,,,,,,,,,,
farm home schoolOR,='410003399999',OR,OREGON,4100033,Linn Benton Lincoln ESD,99999,farm home school,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,5,0,2,0,0,0,0,0,2,20,29,2,2,24,40,0,0,13,22,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
ferris school for boysDE,='100002200191',DE,DELAWARE,1000022,Dept. of Svs. for Children Youth & Their Families,191,ferris school for boys,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,0,0,0,0,0,0,0,47,0,8,0,0,0,57,0,0,0,28,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
flint river programGA,='130123003880',GA,GEORGIA,1301230,Clayton County,3880,flint river program,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,2,0,0,0,0,0,0,23,8,2,0,0,0,25,10,0,0,25,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
forsyth academyGA,='130222003840',GA,GEORGIA,1302220,Forsyth County Schools,3840,forsyth academy,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,No,No,No,No,20,17,0,0,2,0,0,0,2,2,128,137,2,2,154,158,0,0,13,16,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,2,0,0,0,0,0,0,0,0,2,8,0,0,2,10,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
frederick v. pankow centerMI,='262187000628',MI,MICHIGAN,2621870,L'Anse Creuse Public Schools,628,frederick v. pankow center,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,5,2,2,2,0,0,0,2,11,47,35,2,2,57,55,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
freeport alternative twilight programNY,='368054099997',NY,NEW YORK,3680540,NASSAU BOCES,99997,freeport alternative twilight program,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,2,5,2,0,0,0,0,20,17,110,50,0,0,137,71,26,14,10,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes,,,,,,,,,,,,,,,,,
friendship pcs technology preparatory academy highDC,='110000800496',DC,DISTRICT OF COLUMBIA,1100008,Friendship PCS,496,friendship pcs technology preparatory academy high,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,2,0,0,0,0,0,0,0,113,122,0,0,0,0,115,122,2,0,31,19,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,0,0,0,38,38,0,0,0,0,38,38,0,0,8,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
gaitway high school at fieldstone farm trcOH,='390471599997',OH,OHIO,3904715,Geauga County Educational Service Center,99997,gaitway high school at fieldstone farm trc,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,2,2,14,14,0,0,16,16,0,0,16,16,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
gateway academyGA,='130222004009',GA,GEORGIA,1302220,Forsyth County Schools,4009,gateway academy,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,23,2,0,0,2,0,0,0,5,2,41,23,2,2,73,29,5,2,22,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
gateway high schoolCA,='069996999999',CA,CALIFORNIA,699969,Gateway Public Schools,99999,gateway high school,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,74,83,0,2,41,35,0,0,29,35,68,53,23,17,235,225,20,14,43,25,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,29,38,0,0,8,14,0,0,8,11,29,29,0,0,74,92,2,2,5,5,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
gcic alternative academyOK,='401674099999',OK,OKLAHOMA,4016740,KREMLIN-HILLSDALE,99999,gcic alternative academy,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,2,0,0,0,0,0,2,2,2,0,0,0,6,2,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
geauga academy - alternative high schoolOH,='390471599999',OH,OHIO,3904715,Geauga County Educational Service Center,99999,geauga academy - alternative high school,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,No,No,No,No,2,0,0,0,0,0,0,0,2,2,5,2,0,0,9,4,2,0,4,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
gering freshman academyNE,='310009899999',NE,NEBRASKA,3100098,GERING PUBLIC SCHOOLS,99999,gering freshman academy,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-9,No,No,No,No,29,20,5,2,0,0,0,0,0,0,53,53,5,2,92,77,2,0,19,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,No,,,,,,,,,,,,,,,,,
golden isles career academyGA,='130240003862',GA,GEORGIA,1302400,Glynn County,3862,golden isles career academy,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,29,20,0,0,2,2,0,0,74,83,194,119,8,11,307,235,11,8,28,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
grant county comm justice cntrIN,='180639001557',IN,INDIANA,1806390,Marion Community Schools,1557,grant county comm justice cntr,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,-9,No,No,No,No,5,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,No,,,,,,,,,,,,,,,,,
green country technology centerOK,='400008299999',OK,OKLAHOMA,4000082,GREEN COUNTRY TECHNOLOGY CTR,99999,green country technology center,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,No,No,No,2,2,26,41,2,2,0,0,14,17,77,59,0,0,121,121,0,0,28,13,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
green county high school success academyKY,='210234099999',KY,KENTUCKY,2102340,Green County,99999,green county high school success academy,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,2,0,0,0,0,0,0,17,11,2,0,19,13,0,0,-2,-2,Yes,0,0,0,2,0,0,0,0,0,0,5,5,2,0,7,7,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
greene county learning centerOH,='390472399998',OH,OHIO,3904723,Greene County ESC,99998,greene county learning center,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,2,0,0,0,0,0,0,14,5,74,17,5,2,93,26,0,0,94,25,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
h.o. porter at  college hillTN,='470276099998',TN,TENNESSEE,4702760,Maury County,99998,h.o. porter at  college hill,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,14,2,0,0,0,0,0,0,104,20,92,20,0,0,210,42,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
harbor houseOK,='402172099995',OK,OKLAHOMA,4021720,NORMAN,99995,harbor house,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,0,2,0,0,0,0,0,5,0,5,0,2,0,16,0,0,0,4,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
harlem village academies highNY,='360008099998',NY,NEW YORK,3600080,HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS,99998,harlem village academies high,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,20,17,0,0,0,0,0,0,80,92,0,0,0,0,100,109,0,2,25,16,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
harlem village academies highNY,='360014199998',NY,NEW YORK,3600141,HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL,99998,harlem village academies high,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,26,35,0,0,0,2,0,0,59,98,0,0,0,0,85,135,0,0,16,13,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
